id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
5360,Toyota Prius 2007 G Touring Selection Leather Package 1.5 for Sale,PKR 27.7 lacs,2007,"145,000 km",Hybrid,1500 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/toyota-prius-2007-for-sale-in-lahore-9288983
5361,Suzuki Cultus 2022 VXR for Sale,PKR 33.25 lacs,2022,"30,000 km",Petrol,1000 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-lahore-9288971
5362,Honda City 5th (GM2) Generation 2017 1.3 i-VTEC for Sale,PKR 32 lacs,2017,"170,000 km",Petrol,1300 cc,Manual,page 153,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-9114743
5363,Suzuki Mehran 2004 VXR for Sale,PKR 6.25 lacs,2004,"100,000 km",Petrol,800 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-mehran-2004-for-sale-in-lahore-9103353
5364,Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,PKR 39.6 lacs,2015,"95,000 km",Petrol,1300 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9288947
5365,Toyota Vitz 2018 F 1.0 for Sale,PKR 37.5 lacs,2018,"75,000 km",Petrol,996 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9288943
5366,Suzuki Baleno 2005 JXR for Sale,PKR 9.8 lacs,2005,"200,000 km",Petrol,1300 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-baleno-2005-for-sale-in-lahore-9288941
5367,Toyota Aqua 2012 for Sale,PKR 32.8 lacs,2012,"171,000 km",Hybrid,1500 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/toyota-aqua-2012-for-sale-in-lahore-9288939
5368,Suzuki Cultus 2018 VXL for Sale,PKR 21.75 lacs,2018,"119,431 km",Petrol,1000 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9288243
5369,Toyota Prius 2007 EX 1.5 for Sale,PKR 32 lacs,2007,"150,000 km",Hybrid,1500 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/toyota-prius-2007-for-sale-in-lahore-9288913
5370,Honda Civic 2004 VTi Oriel UG 1.6 for Sale,PKR 15.25 lacs,2004,"85,000 km",Petrol,1600 cc,Manual,page 153,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-lahore-9288325
5371,Daihatsu Charade 1987 CS for Sale,PKR 4.75 lacs,1987,"127,264 km",Petrol,1000 cc,Manual,page 153,https://www.pakwheels.com/used-cars/daihatsu-charade-1987-for-sale-in-lahore-9288883
5372,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.49 lacs,2017,"73,500 km",Petrol,1800 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9288884
5373,Suzuki Mehran 2019 VXR Euro II for Sale,PKR 13.75 lacs,2019,"61,200 km",Petrol,800 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-lahore-9288863
5374,Suzuki Wagon R 2021 Hybrid FX for Sale,PKR 33.8 lacs,2021,"11,500 km",Hybrid,660 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-9288861
5375,Toyota Corolla 2014 XLi VVTi for Sale,PKR 24.5 lacs,2014,"125,000 km",Petrol,1300 cc,Manual,page 153,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9288855
5376,Honda City 2007 i-DSI Vario for Sale,PKR 19.45 lacs,2007,"195,000 km",Petrol,1300 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-9288852
5377,Suzuki Mehran 2000 VXR for Sale,PKR 4.6 lacs,2000,"100,000 km",Petrol,800 cc,Manual,page 153,https://www.pakwheels.com/used-cars/suzuki-mehran-2000-for-sale-in-lahore-9288844
5378,Suzuki Swift 2022 GLX CVT for Sale,PKR 42.95 lacs,2022,"17,000 km",Petrol,1200 cc,Automatic,page 153,https://www.pakwheels.com/used-cars/suzuki-swift-2022-for-sale-in-lahore-9288813
5379,Toyota Yaris 2021 ATIV MT 1.3 for Sale,PKR 42.9 lacs,2021,"7,200 km",Petrol,1300 cc,Manual,page 153,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9288788
5380,Prince K07 2020 S for Sale,PKR 17 lacs,2020,"99,752 km",Petrol,997 cc,Manual,page 153,https://www.pakwheels.com/used-cars/prince-k07-2020-for-sale-in-lahore-9280096
5381,Changan Karvaan 2021 Plus for Sale,PKR 21.25 lacs,2021,"150,000 km",Petrol,1000 cc,Manual,page 153,https://www.pakwheels.com/used-cars/changan-karvaan-2021-for-sale-in-lahore-9288783
5382,FAW X-PV 2015 Dual AC for Sale,PKR 7.3 lacs,2015,"100,000 km",Petrol,1000 cc,Manual,page 153,https://www.pakwheels.com/used-cars/faw-x-pv-2015-for-sale-in-lahore-9268773
5383,Honda S660 2016 Alpha for Sale,PKR 35 lacs,2016,"80,000 km",Petrol,660 cc,Manual,page 153,https://www.pakwheels.com/used-cars/honda-s660-2016-for-sale-in-lahore-9288777
5384,Toyota Coaster 1978 for Sale,PKR 42 lacs,1978,"200,000 km",Diesel,4200 cc,Manual,page 154,https://www.pakwheels.com/used-cars/toyota-coaster-1978-for-sale-in-lahore-9288759
5385,Toyota Land Cruiser 2022 ZX Gasoline 3.5L for Sale,PKR 7.19 crore,2022,"7,000 km",Petrol,3500 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2022-for-sale-in-lahore-9249009
5386,Suzuki Cultus 2008 VXRi for Sale,PKR 10.4 lacs,2008,"93,000 km",Petrol,1000 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-lahore-9288751
5387,Nissan Kicks 2021 for Sale,PKR 76 lacs,2021,"42,000 km",Hybrid,1200 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/nissan-kicks-2021-for-sale-in-lahore-9288703
5388,Audi e-tron GT 2022 Standard for Sale,PKR 3.8 crore,2022,"8,539 km",Electric,93.4 kWh,Automatic,page 154,https://www.pakwheels.com/used-cars/audi-e-tron-gt-2022-for-sale-in-lahore-9249640
5389,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55 lacs,2018,"48,000 km",Petrol,1800 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9288699
5390,Toyota Corolla 2017 Altis Automatic 1.6 for Sale,PKR 41.75 lacs,2017,"86,000 km",Petrol,1600 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9288664
5391,Toyota Corolla 2013 Altis Cruisetronic 1.6 for Sale,PKR 32.5 lacs,2013,"226,000 km",Petrol,1600 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-9288652
5392,Honda Civic Reborn 2012 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 23.5 lacs,2012,"130,000 km",Petrol,1800 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-9219092
5393,Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 85 lacs,2021,"34,000 km",Petrol,1800 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-9288619
5394,Suzuki Cultus 2017 VXR for Sale,PKR 21 lacs,2017,"95,000 km",Petrol,1000 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-cultus-2017-for-sale-in-lahore-9288618
5395,Honda City 2021 1.2L CVT for Sale,PKR 44 lacs,2021,"37,000 km",Petrol,1200 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9288604
5396,Toyota Vitz 2013 F M Package 1.0 for Sale,PKR 30.6 lacs,2013,"78,000 km",Petrol,1000 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-vitz-2013-for-sale-in-lahore-9288592
5397,Suzuki Ravi 1997 for Sale,PKR 5.25 lacs,1997,1 km,Petrol,800 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-ravi-1997-for-sale-in-lahore-9288589
5398,Toyota Raize 2020 Z for Sale,PKR 53 lacs,2020,"15,118 km",Petrol,1000 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-lahore-9288587
5399,Toyota Fortuner 2021 2.8 Sigma 4 for Sale,PKR 1.65 crore,2021,"16,650 km",Diesel,2800 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-fortuner-2021-for-sale-in-lahore-9288576
5400,Daihatsu Mira 2008 G Smart Drive Package for Sale,PKR 15.15 lacs,2008,"150,000 km",Petrol,660 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/daihatsu-mira-2008-for-sale-in-lahore-9288560
5401,Honda City 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 43.85 lacs,2021,"41,517 km",Petrol,1500 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9262606
5402,Suzuki Swift 2012 for Sale,PKR 22 lacs,2012,"130,000 km",Petrol,1300 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-lahore-9288532
5403,Suzuki Wagon R 2018 VXL for Sale,PKR 23 lacs,2018,"130,000 km",Petrol,1000 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9288523
5404,Toyota Vitz 2007 F 1.0 for Sale,PKR 21.5 lacs,2007,"114,000 km",Petrol,1000 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-lahore-9288403
5405,Honda Civic 1995 EX for Sale,PKR 9 lacs,1995,"200,000 km",Petrol,1500 cc,Manual,page 154,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-lahore-9288493
5406,Toyota Passo 2014 X for Sale,PKR 26.5 lacs,2014,"98,000 km",Petrol,1000 cc,Automatic,page 154,https://www.pakwheels.com/used-cars/toyota-passo-2014-for-sale-in-lahore-9288480
5407,Suzuki Alto 2004 VX for Sale,PKR 8.4 lacs,2004,"150,000 km",Petrol,1000 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-alto-2004-for-sale-in-lahore-9288477
5408,Suzuki Alto 2011 VXR for Sale,PKR 11.8 lacs,2011,"98,000 km",Petrol,1000 cc,Manual,page 154,https://www.pakwheels.com/used-cars/suzuki-alto-2011-for-sale-in-lahore-9288450
5409,Suzuki Alto 2022 VXR for Sale,PKR 25.5 lacs,2022,"31,000 km",Petrol,660 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9288439
5410,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51 lacs,2018,"60,000 km",Petrol,1800 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9284917
5411,Daihatsu Tanto 2007 Custom X for Sale,PKR 15.5 lacs,2007,"140,000 km",Petrol,660 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/daihatsu-tanto-2007-for-sale-in-lahore-9288426
5412,Toyota Yaris 2020 GLI CVT 1.3 for Sale,PKR 37.5 lacs,2020,"115,000 km",Petrol,1300 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/toyota-yaris-2020-for-sale-in-lahore-9246324
5413,Honda City 2015 1.3 i-VTEC Prosmatec for Sale,PKR 30.5 lacs,2015,"73,250 km",Petrol,1300 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-9288401
5414,Honda BR-V 2021 i-VTEC S for Sale,PKR 48 lacs,2021,"84,741 km",Petrol,1500 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-br-v-2021-for-sale-in-lahore-9286621
5415,Suzuki Alto 2024 VX for Sale,PKR 26.05 lacs,2024,"5,400 km",Petrol,660 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-alto-2024-for-sale-in-lahore-9288394
5416,Toyota Corolla 2012 XLi VVTi for Sale,PKR 22.5 lacs,2012,"200,000 km",Petrol,1300 cc,Manual,page 155,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-9288372
5417,Suzuki Alto 2020 VXL AGS for Sale,PKR 24.5 lacs,2020,"64,000 km",Petrol,660 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-lahore-9288359
5418,Mercedes Benz Smart Fortwo 2009 for Sale,PKR 28 lacs,2009,"35,000 km",Petrol,1000 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/mercedes-benz-smart-fortwo-2009-for-sale-in-lahore-9288346
5419,Honda BR-V 2017 for Sale,PKR 42.5 lacs,2017,"58,000 km",Petrol,1500 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-lahore-9288332
5420,Hyundai Santro 2006 Club GV for Sale,PKR 9.65 lacs,2006,123 km,Petrol,1100 cc,Manual,page 155,https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-lahore-9288315
5421,Sogo Pickup 2009 for Sale,PKR 6 lacs,2009,5 km,Petrol,1000 cc,Manual,page 155,https://www.pakwheels.com/used-cars/sogo-pickup-2009-for-sale-in-lahore-8535648
5422,Honda City 5th (GM2) Generation 2017 Aspire 1.3 i-VTEC for Sale,PKR 35.7 lacs,2017,"50,000 km",Petrol,1300 cc,Manual,page 155,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-9288305
5423,Suzuki Mehran 2018 VX Euro II for Sale,PKR 13.7 lacs,2018,"55,000 km",Petrol,796 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9288291
5424,KIA Sportage 2023 Black Limited Edition for Sale,PKR 89 lacs,2023,"9,500 km",Petrol,2000 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/kia-sportage-2023-for-sale-in-lahore-9288260
5425,Nissan Note 2021 e-Power Aura for Sale,PKR 72.5 lacs,2021,"44,882 km",Hybrid,1198 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/nissan-note-2021-for-sale-in-lahore-9288111
5426,Suzuki APV 2009 GLX for Sale,PKR 30 lacs,2009,"74,654 km",Petrol,1600 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-apv-2009-for-sale-in-lahore-8953018
5427,Honda Civic 2019 1.5 RS Turbo for Sale,PKR 49.5 lacs,2019,"100,000 km",Petrol,1500 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9288261
5428,Honda Vezel 2016 Hybrid RS Honda Sensing for Sale,PKR 70 lacs,2016,"17,000 km",Hybrid,1500 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-9287993
5429,KIA Picanto 2021 1.0 MT for Sale,PKR 26.5 lacs,2021,"63,000 km",Petrol,1000 cc,Manual,page 155,https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-9106877
5430,Suzuki Cultus 2012 EURO II for Sale,PKR 14.5 lacs,2012,"93,000 km",Petrol,1000 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-cultus-2012-for-sale-in-lahore-9288218
5431,Suzuki Swift 2012 DX 1.3 for Sale,PKR 16 lacs,2012,"100,000 km",Petrol,1300 cc,Manual,page 155,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-lahore-8913637
5432,Honda City 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 42.3 lacs,2020,"58,000 km",Petrol,1500 cc,Automatic,page 155,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-9288221
5433,Chevrolet Joy 2009 for Sale,PKR 10 lacs,2009,"106,146 km",Petrol,1000 cc,Manual,page 155,https://www.pakwheels.com/used-cars/chevrolet-joy-2009-for-sale-in-lahore-9130983
5434,Proton Saga 2022 1.3L Ace A/T for Sale,PKR 32 lacs,2022,"38,773 km",Petrol,1299 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/proton-saga-2022-for-sale-in-lahore-9287902
5435,Toyota C-HR 2018 G-LED for Sale,PKR 77 lacs,2018,"95,000 km",Hybrid,1800 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/toyota-c-hr-2018-for-sale-in-lahore-9181356
5436,Changan Oshan X7 2024 Comfort for Sale,PKR 80 lacs,2024,"17,800 km",Petrol,1500 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/changan-oshan-x7-2024-for-sale-in-lahore-9285034
5437,Honda Vezel 2018 Hybrid Z Honda Sensing for Sale,PKR 62.5 lacs,2018,"78,000 km",Hybrid,1500 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-lahore-9288154
5438,Suzuki Cultus 2018 VXR for Sale,PKR 22 lacs,2018,"97,000 km",Petrol,1000 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9288140
5439,Daihatsu Boon 2010 1.0 CL for Sale,PKR 24.7 lacs,2010,"73,000 km",Petrol,1000 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/daihatsu-boon-2010-for-sale-in-lahore-9288139
5440,Toyota Hiace 2017 GL for Sale,PKR 85 lacs,2017,"67,000 km",Petrol,2700 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/toyota-hiace-2017-for-sale-in-lahore-9288128
5441,Suzuki Mehran 2007 VX for Sale,PKR 7 lacs,2007,"31,500 km",Petrol,800 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-lahore-9288102
5442,Suzuki Cultus 2011 VXLi for Sale,PKR 11.3 lacs,2011,"56,000 km",Petrol,1000 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-lahore-9288099
5443,Suzuki Alto 2021 VXR for Sale,PKR 24 lacs,2021,"26,000 km",Petrol,660 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9288056
5444,Suzuki Mehran 2008 VX for Sale,PKR 8.7 lacs,2008,"100,000 km",Petrol,800 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-lahore-9288030
5445,Suzuki Bolan 2011 VX for Sale,PKR 7.75 lacs,2011,"95,000 km",LPG,800 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-bolan-2011-for-sale-in-lahore-9288053
5446,Suzuki Mehran 2013 VX Euro II for Sale,PKR 11.5 lacs,2013,"75,000 km",Petrol,800 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-lahore-8712892
5447,Honda City 1998 EXi for Sale,PKR 9 lacs,1998,"193,000 km",Petrol,1300 cc,Manual,page 156,https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-lahore-9288040
5448,Toyota Voxy 2015 X for Sale,PKR 58.5 lacs,2015,"99,000 km",Hybrid,2000 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/toyota-voxy-2015-for-sale-in-lahore-9287922
5449,Toyota Vitz 2019 F Safety 1.0 for Sale,PKR 43.5 lacs,2019,"60,000 km",Petrol,1000 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-9288001
5450,Suzuki Mehran 2019 VXR Euro II for Sale,PKR 15 lacs,2019,"24,949 km",Petrol,796 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-lahore-9280999
5451,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 50.05 lacs,2022,"31,600 km",Petrol,1500 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9287979
5452,Suzuki Cultus 2007 VXR for Sale,PKR 8.8 lacs,2007,"92,000 km",Petrol,1000 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-lahore-9287974
5453,Suzuki Cultus 2011 VXRi (CNG) for Sale,PKR 12.2 lacs,2011,"95,000 km",Petrol,1000 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-lahore-9287964
5454,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46.5 lacs,2017,"74,000 km",Petrol,1800 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9287864
5455,Suzuki Cultus 2022 VXR for Sale,PKR 32.75 lacs,2022,"43,000 km",Petrol,1000 cc,Manual,page 156,https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-lahore-9266182
5456,Honda City 2022 1.2L CVT for Sale,PKR 44 lacs,2022,"55,000 km",Petrol,1200 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9287954
5457,Toyota Passo 2020 for Sale,PKR 42.5 lacs,2020,"30,000 km",Petrol,1000 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/toyota-passo-2020-for-sale-in-lahore-9287925
5458,Honda Vezel 2016 Hybrid Z Honda Sensing for Sale,PKR 54.5 lacs,2016,"85,000 km",Hybrid,1500 cc,Automatic,page 156,https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-9287912
5459,Nissan Clipper 2015 for Sale,PKR 21.9 lacs,2015,"68,000 km",Petrol,660 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/nissan-clipper-2015-for-sale-in-lahore-9168685
5460,Honda Civic 2010 VTi Oriel 1.8 i-VTEC for Sale,PKR 25 lacs,2010,"173,000 km",Petrol,1800 cc,Manual,page 157,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-9287898
5461,Toyota Corolla 2014 Altis CVT-i 1.8 for Sale,PKR 38 lacs,2014,"124,000 km",Petrol,1800 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9287690
5462,Toyota Vitz 2010 B Intelligent Package 1.0 for Sale,PKR 19.75 lacs,2010,"134,000 km",Petrol,1000 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-vitz-2010-for-sale-in-lahore-9287884
5463,Suzuki Ravi 2021 Euro II for Sale,PKR 16.95 lacs,2021,"34,736 km",Petrol,800 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-ravi-2021-for-sale-in-lahore-9287891
5464,Daihatsu Move 2014 for Sale,PKR 22 lacs,2014,"70,000 km",Petrol,660 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/daihatsu-move-2014-for-sale-in-lahore-9287887
5465,Honda City 2002 EXi for Sale,PKR 11 lacs,2002,"350,000 km",Petrol,1300 cc,Manual,page 157,https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-lahore-9160351
5466,Toyota Wish 2021 for Sale,PKR 43.5 lacs,2021,"59,000 km",Petrol,1300 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-wish-2021-for-sale-in-lahore-9287873
5467,Toyota Aqua 2016 X Urban for Sale,PKR 43.95 lacs,2016,"121,000 km",Hybrid,1500 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-aqua-2016-for-sale-in-lahore-9287810
5468,Toyota Vitz 2018 F M Package 1.0 for Sale,PKR 37 lacs,2018,"71,000 km",Petrol,996 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9159853
5469,MG HS 2021 for Sale,PKR 68 lacs,2021,"44,000 km",Petrol,1500 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-9287852
5470,Honda City 6th Generation 2022 1.2L CVT for Sale,PKR 43.65 lacs,2022,"25,000 km",Petrol,1200 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-9287851
5471,Suzuki Cultus 2019 VXR for Sale,PKR 28 lacs,2019,"75,738 km",Petrol,1000 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-lahore-9287846
5472,Toyota Land Cruiser 5th (J80) Generation 1990 VX 4.2D for Sale,PKR 28 lacs,1990,"190,000 km",Diesel,4200 cc,Manual,page 157,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1990-for-sale-in-lahore-9155687
5473,Suzuki Mehran 1990 VXR for Sale,PKR 4.1 lacs,1990,"253,290 km",Petrol,800 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-mehran-1990-for-sale-in-lahore-9287832
5474,Honda City 2005 i-DSI for Sale,PKR 15 lacs,2005,"145,000 km",Petrol,1300 cc,Manual,page 157,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9029914
5475,Suzuki Cultus 2008 VXRi for Sale,PKR 11.5 lacs,2008,"123,456 km",Petrol,1000 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-lahore-9287437
5476,Honda City 2008 i-DSI for Sale,PKR 20.65 lacs,2008,"224,000 km",Petrol,1300 cc,Manual,page 157,https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-lahore-9285309
5477,Honda City 2005 i-DSI for Sale,PKR 16.47 lacs,2005,"198,000 km",Petrol,1300 cc,Manual,page 157,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-lahore-9287798
5478,Suzuki Cultus 2015 EURO II for Sale,PKR 11 lacs,2015,"1,000 km",Petrol,1000 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-lahore-9287793
5479,Suzuki Cultus 2016 Limited Edition for Sale,PKR 17.25 lacs,2016,"12,345 km",Petrol,1000 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-lahore-9286032
5480,Suzuki Mehran 2012 VX for Sale,PKR 9.1 lacs,2012,"45,000 km",Petrol,800 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-lahore-9287785
5481,Suzuki Wagon R 2017 VXL for Sale,PKR 22.35 lacs,2017,"62,000 km",Petrol,1000 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-lahore-9287782
5482,Toyota Mark X 2005 250G F Package Smart Edition for Sale,PKR 40.95 lacs,2005,"109,000 km",Petrol,2500 cc,Automatic,page 157,https://www.pakwheels.com/used-cars/toyota-mark-x-2005-for-sale-in-lahore-9287779
5483,Suzuki Wagon R 2018 VXL for Sale,PKR 24.75 lacs,2018,"46,500 km",Petrol,1000 cc,Manual,page 157,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-lahore-9287778
5484,Suzuki Mehran 2019 VXR Euro II for Sale,PKR 15 lacs,2019,"57,700 km",Petrol,796 cc,Manual,page 158,https://www.pakwheels.com/used-cars/suzuki-mehran-2019-for-sale-in-lahore-9287770
5485,Suzuki Bolan 2011 VX for Sale,PKR 6.75 lacs,2011,"50,000 km",Petrol,800 cc,Manual,page 158,https://www.pakwheels.com/used-cars/suzuki-bolan-2011-for-sale-in-lahore-9287766
