id,Title,Price,Year,Mileage,Fuel_Type,Horsepower,Transmission,Page,Link
725,Honda City 2019 1.3 i-VTEC Prosmatec for Sale,PKR 38.5 lacs,2019,"44,300 km",Petrol,1300 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9313202
726,Mitsubishi Lancer 2004 GLX Automatic 1.6 for Sale,PKR 14.9 lacs,2004,"118,000 km",Petrol,1600 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/mitsubishi-lancer-2004-for-sale-in-lahore-9308382
727,Toyota Corolla 9th (E120) Generation 2004 XLi for Sale,PKR 15.5 lacs,2004,123 km,Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-lahore-9313200
728,Honda Vezel 2018 Hybrid X Honda Sensing for Sale,PKR 75.5 lacs,2018,"72,000 km",Hybrid,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-vezel-2018-for-sale-in-lahore-9313198
729,Suzuki Mehran 2017 VXR Euro II for Sale,PKR 13.5 lacs,2017,"65,000 km",Petrol,800 cc,Manual,page 21,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-9313195
730,Honda City 2013 1.3 i-VTEC for Sale,PKR 24.95 lacs,2013,"131,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-9313194
731,Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 38.5 lacs,2014,"85,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9213728
732,Honda Civic 2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.3 lacs,2020,"71,300 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-9313192
733,Hyundai Santro 2004 Club for Sale,PKR 9.2 lacs,2004,"85,000 km",Petrol,1000 cc,Manual,page 21,https://www.pakwheels.com/used-cars/hyundai-santro-2004-for-sale-in-lahore-9312762
734,Suzuki Mehran 2018 VXR Euro II for Sale,PKR 14.15 lacs,2018,"80,000 km",Petrol,800 cc,Manual,page 21,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9313175
735,Honda Civic 2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55 lacs,2018,"55,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-9313168
736,Honda Civic 2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 76.5 lacs,2022,"11,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9160652
737,Daihatsu Cast 2016 Style G SA III for Sale,PKR 27 lacs,2016,"51,000 km",Petrol,660 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/daihatsu-cast-2016-for-sale-in-lahore-8999643
738,Honda N One 2019 G for Sale,PKR 36 lacs,2019,"39,000 km",Petrol,660 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-n-one-2019-for-sale-in-lahore-8999421
739,Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 61.5 lacs,2022,"270,000 km",Petrol,1598 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-9313157
740,Nissan Sunny 1987 for Sale,PKR 4.8 lacs,1987,"123,654 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/nissan-sunny-1987-for-sale-in-lahore-9229036
741,MG HS 2022 Trophy for Sale,PKR 69.5 lacs,2022,"19,500 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/mg-hs-2022-for-sale-in-lahore-9195823
742,Suzuki Alto 2021 VXL AGS for Sale,PKR 26.75 lacs,2021,"48,500 km",Petrol,660 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9309055
743,Mitsubishi Lancer 2005 GLX SR Automatic 1.6 for Sale,PKR 16.5 lacs,2005,"150,000 km",Petrol,1600 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/mitsubishi-lancer-2005-for-sale-in-lahore-9313118
744,Toyota Corolla 2017 GLi 1.3 VVTi for Sale,PKR 35.2 lacs,2017,"137,300 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9313085
745,Mitsubishi Mirage 2014 1.0 G for Sale,PKR 24.5 lacs,2014,"89,000 km",Petrol,1000 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/mitsubishi-mirage-2014-for-sale-in-lahore-9292060
746,Toyota Vitz 2005 F 1.0 for Sale,PKR 18.5 lacs,2005,"280,000 km",Petrol,1000 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/toyota-vitz-2005-for-sale-in-lahore-9313102
747,BMW 7 Series 2021 for Sale,PKR 6.25 crore,2021,"51,000 km",Hybrid,3000 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/bmw-7-series-2021-for-sale-in-lahore-9313093
748,Changan Oshan X7 2023 Comfort for Sale,PKR 81.5 lacs,2023,"7,700 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/changan-oshan-x7-2023-for-sale-in-lahore-9313077
749,Hyundai Sonata 2021 2.0 for Sale,PKR 84 lacs,2021,"19,450 km",Petrol,2000 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-lahore-9192866
750,Toyota Prius 2011 S 1.8 for Sale,PKR 39.75 lacs,2011,"120,764 km",Hybrid,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-9300105
751,Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5 lacs,2019,"62,405 km",Petrol,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9309672
752,United Bravo 2019 Base Grade for Sale,PKR 9 lacs,2019,"50,062 km",Petrol,800 cc,Manual,page 22,https://www.pakwheels.com/used-cars/united-bravo-2019-for-sale-in-lahore-9301925
753,Toyota Corolla 2012 XLi VVTi for Sale,PKR 25 lacs,2012,"161,042 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-9306316
754,Honda Vezel 2015 Hybrid X for Sale,PKR 50 lacs,2015,"87,600 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-vezel-2015-for-sale-in-lahore-9310631
755,Toyota Passo 2016 X for Sale,PKR 33.25 lacs,2016,"170,110 km",Petrol,1000 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-passo-2016-for-sale-in-lahore-9170914
756,Toyota Sienta 2018 G for Sale,PKR 59.5 lacs,2018,"87,572 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-sienta-2018-for-sale-in-lahore-9178979
757,Haval Jolion 2024 for Sale,PKR 1.01 crore,2024,"4,300 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/haval-jolion-2024-for-sale-in-lahore-9308006
758,Toyota Corolla Axio 2018 Hybrid 1.5 for Sale,PKR 58.95 lacs,2018,"78,000 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2018-for-sale-in-lahore-9310477
759,Honda Civic 2022 1.5 VTEC Turbo Oriel for Sale,PKR 74.8 lacs,2022,"47,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9310510
760,Honda City 2016 Aspire Prosmatec 1.3 i-VTEC for Sale,PKR 34.3 lacs,2016,"82,000 km",Petrol,1300 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-9285565
761,Toyota Corolla 2017 GLi Automatic 1.3 VVTi for Sale,PKR 40.5 lacs,2017,"99,000 km",Petrol,1300 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9214419
762,KIA Picanto 2024 1.0 AT for Sale,PKR 38 lacs,2024,"10,000 km",Petrol,1000 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/kia-picanto-2024-for-sale-in-lahore-9313069
763,Suzuki Wagon R 2014 Stingray J Style for Sale,PKR 25.25 lacs,2014,"79,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2014-for-sale-in-lahore-9306992
764,Suzuki Wagon R 2020 VXL for Sale,PKR 26.85 lacs,2020,"27,000 km",Petrol,1000 cc,Manual,page 22,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2020-for-sale-in-lahore-9288415
765,Toyota Corolla Axio 2016 Hybrid 1.5 for Sale,PKR 49.89 lacs,2016,"99,000 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2016-for-sale-in-lahore-9300893
766,Honda Vezel 2017 Hybrid RS Honda Sensing for Sale,PKR 68.5 lacs,2017,"56,000 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-vezel-2017-for-sale-in-lahore-9313019
767,BMW X1 2017 sDrive18i for Sale,PKR 73.5 lacs,2017,"100,000 km",Petrol,1500 cc,Manual,page 22,https://www.pakwheels.com/used-cars/bmw-x1-2017-for-sale-in-lahore-9300757
768,Honda Civic 2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 46.9 lacs,2017,"107,000 km",Petrol,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-9313013
769,Toyota Corolla 1996 XE for Sale,PKR 11.3 lacs,1996,"171,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-lahore-9312995
770,Suzuki Cultus 2015 EURO II for Sale,PKR 17.25 lacs,2015,"54,000 km",Petrol,1000 cc,Manual,page 22,https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-lahore-9312982
771,Suzuki Alto 2022 VXR for Sale,PKR 24.6 lacs,2022,"40,000 km",Petrol,660 cc,Manual,page 22,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-9312970
772,Honda City 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34 lacs,2015,"84,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-9312949
773,Honda Civic 2005 EXi for Sale,PKR 13 lacs,2005,"100,000 km",Petrol,1500 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-lahore-9312935
774,Honda City 5th (GM2) Generation 2014 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 32.5 lacs,2014,"126,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-9312934
775,Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,PKR 38 lacs,2015,"103,000 km",Petrol,1300 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9312931
776,Toyota Corolla 2010 Altis 1.8 for Sale,PKR 24.8 lacs,2010,"150,000 km",Petrol,1800 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-lahore-9180786
777,Toyota Corolla 2009 XLi VVTi for Sale,PKR 27 lacs,2009,"121,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-lahore-9075637
778,Toyota Hilux 2021 Revo V Automatic 2.8 for Sale,PKR 1.22 crore,2021,"51,000 km",Diesel,2800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-lahore-9312906
779,Daihatsu Move 2015 X for Sale,PKR 25.5 lacs,2015,"108,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/daihatsu-move-2015-for-sale-in-lahore-9312900
780,Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 62 lacs,2021,"71,000 km",Petrol,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-9312894
781,Suzuki Every Wagon 2012 JP Turbo for Sale,PKR 15.25 lacs,2012,"87,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/suzuki-every-wagon-2012-for-sale-in-lahore-9312888
782,Toyota Corolla 2017 GLi 1.3 VVTi for Sale,PKR 35.95 lacs,2017,"123,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-9312883
783,Changan Karvaan 2021 Plus for Sale,PKR 22.75 lacs,2021,"63,000 km",Petrol,1000 cc,Manual,page 22,https://www.pakwheels.com/used-cars/changan-karvaan-2021-for-sale-in-lahore-9312880
784,Toyota Corolla 2012 GLi 1.3 VVTi for Sale,PKR 27.5 lacs,2012,"150,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-9014124
785,Toyota Fortuner 2017 2.7 VVTi for Sale,PKR 1.03 crore,2017,"75,000 km",Petrol,2700 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-lahore-9312870
786,Honda Civic 2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.5 lacs,2019,"90,000 km",Petrol,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-9312865
787,Suzuki Wagon R 2012 FX-S Limited for Sale,PKR 20.95 lacs,2012,"96,500 km",Petrol,660 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2012-for-sale-in-lahore-9297628
788,Toyota Land Cruiser 2018 ZX for Sale,PKR 4.68 crore,2018,"38,000 km",Petrol,4600 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-land-cruiser-2018-for-sale-in-lahore-9310410
789,Daihatsu Move 2020 X SA 2 for Sale,PKR 34.95 lacs,2020,"15,000 km",Petrol,658 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/daihatsu-move-2020-for-sale-in-lahore-9261383
790,Suzuki Cultus 2018 VXR for Sale,PKR 26.75 lacs,2018,"86,000 km",Petrol,1000 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-9310363
791,Suzuki Cultus 2016 Limited Edition for Sale,PKR 16.9 lacs,2016,"78,000 km",Petrol,1000 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-lahore-9236029
792,Honda City 2016 1.3 i-VTEC for Sale,PKR 31.2 lacs,2016,"88,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-9233788
793,Audi A6 2018 1.8 TFSI for Sale,PKR 1.73 crore,2018,"49,000 km",Petrol,1800 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/audi-a6-2018-for-sale-in-lahore-9310356
794,Honda City 2014 Aspire 1.3 i-VTEC for Sale,PKR 28 lacs,2014,"110,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-9273144
795,Changan Alsvin 2022 1.5L DCT Lumiere for Sale,PKR 35.45 lacs,2022,"37,000 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/changan-alsvin-2022-for-sale-in-lahore-9287837
796,Toyota Vitz 2014 F 1.0 for Sale,PKR 31.25 lacs,2014,"85,000 km",Petrol,1000 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-9189898
797,Honda Civic 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 37 lacs,2014,"170,000 km",Petrol,1800 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9180816
798,Suzuki Mehran 2018 VXR Euro II for Sale,PKR 14.25 lacs,2018,"67,000 km",Petrol,800 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-lahore-9276935
799,Suzuki Wagon R 2021 VXL for Sale,PKR 26.75 lacs,2021,"56,000 km",Petrol,1000 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-lahore-9312864
800,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 30.5 lacs,2013,"91,275 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-9312857
801,Toyota Corolla 2010 GLi 1.3 VVTi for Sale,PKR 22.1 lacs,2010,"147,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-lahore-9312850
802,Honda City 2006 i-DSI for Sale,PKR 18.5 lacs,2006,"230,603 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-9259774
803,Suzuki Alto 2021 VXR for Sale,PKR 24.4 lacs,2021,"48,700 km",Petrol,660 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-lahore-9312837
804,Suzuki Wagon R 2022 VXL for Sale,PKR 27.5 lacs,2022,"90,000 km",Petrol,1000 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2022-for-sale-in-lahore-9312827
805,Honda Civic 2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 69 lacs,2021,"24,700 km",Petrol,1800 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-9312818
806,Honda Civic 2022 1.5 VTEC Turbo Oriel for Sale,PKR 75.5 lacs,2022,"47,000 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-9312807
807,Toyota Corolla 2015 GLi Automatic 1.3 VVTi for Sale,PKR 39.1 lacs,2015,"94,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9312792
808,Toyota Corolla 2016 GLi Automatic 1.3 VVTi for Sale,PKR 40.5 lacs,2016,"110,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9310792
809,Suzuki Swift 2011 DLX 1.3 for Sale,PKR 17.9 lacs,2011,"196,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-swift-2011-for-sale-in-lahore-9312765
810,Honda Fit Aria 2006 1.5A for Sale,PKR 23.5 lacs,2006,"165,000 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-fit-aria-2006-for-sale-in-lahore-9312759
811,Honda N One 2014 Premium for Sale,PKR 25.5 lacs,2014,"75,000 km",Petrol,660 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-n-one-2014-for-sale-in-lahore-9310986
812,Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 25 lacs,2008,"120,000 km",Petrol,1800 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-8979399
813,Honda City 2006 i-DSI for Sale,PKR 19.5 lacs,2006,"224,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-9176674
814,Suzuki Mehran 2016 VXR Euro II for Sale,PKR 11 lacs,2016,15 km,Petrol,796 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-lahore-9312715
815,Toyota Belta 2010 X 1.0 for Sale,PKR 26 lacs,2010,"100,000 km",Petrol,1000 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-belta-2010-for-sale-in-lahore-9312710
816,Toyota Corolla 2016 XLi VVTi for Sale,PKR 28.85 lacs,2016,"145,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9312707
817,Suzuki Bolan 2015 VX Euro II for Sale,PKR 10 lacs,2015,"45,600 km",Petrol,800 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-bolan-2015-for-sale-in-lahore-9312697
818,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 38.9 lacs,2019,"62,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-9312669
819,Toyota Hilux 2021 Revo V Automatic 2.8 for Sale,PKR 1.22 crore,2021,"58,000 km",Diesel,2800 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-hilux-2021-for-sale-in-lahore-9056434
820,Toyota Corolla 2012 GLi 1.3 VVTi for Sale,PKR 28 lacs,2012,"165,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-9312646
821,Honda N One 2021 Premium Tourer for Sale,PKR 41.5 lacs,2021,"28,000 km",Petrol,658 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-n-one-2021-for-sale-in-lahore-9312641
822,Honda City 2018 1.3 i-VTEC for Sale,PKR 33.5 lacs,2018,"42,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-9312629
823,Suzuki Swift 2024 GL CVT for Sale,PKR 44.75 lacs,2024,"12,500 km",Petrol,1200 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/suzuki-swift-2024-for-sale-in-lahore-9312633
824,Suzuki Cultus 2019 VXR for Sale,PKR 27 lacs,2019,"82,000 km",Petrol,1000 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-cultus-2019-for-sale-in-lahore-9087502
825,Toyota Yaris 2022 ATIV CVT 1.3 for Sale,PKR 45.9 lacs,2022,"20,000 km",Petrol,1300 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-yaris-2022-for-sale-in-lahore-9309149
826,Toyota Passo 2018 X L Package for Sale,PKR 26.5 lacs,2018,"110,000 km",Petrol,1000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-passo-2018-for-sale-in-lahore-9258298
827,Toyota Yaris 2021 GLI CVT 1.3 for Sale,PKR 41 lacs,2021,"60,000 km",Petrol,1300 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9276541
828,Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,PKR 50.5 lacs,2021,"61,000 km",Petrol,1598 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-9310066
829,Toyota Vitz 2019 F Safety 1.0 for Sale,PKR 45 lacs,2019,"60,000 km",Petrol,1000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-vitz-2019-for-sale-in-lahore-9145877
830,Lexus RX Series 2010 450h for Sale,PKR 87 lacs,2010,"150,000 km",Petrol,3500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/lexus-rx-series-2010-for-sale-in-lahore-7533493
831,Toyota Vitz 2018 F 1.0 for Sale,PKR 37.8 lacs,2018,"97,000 km",Petrol,1000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9307237
832,Toyota Fortuner 2017 2.7 VVTi for Sale,PKR 1.35 crore,2017,"35,749 km",Petrol,2700 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-fortuner-2017-for-sale-in-lahore-9298535
833,Honda City 5th (GM2) Generation 2021 1.3 i-VTEC Prosmatec for Sale,PKR 41.5 lacs,2021,"42,000 km",Petrol,1300 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-9284443
834,Suzuki Cultus 2017 Limited Edition for Sale,PKR 15.9 lacs,2017,"89,565 km",Petrol,1000 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-cultus-2017-for-sale-in-lahore-9298060
835,Honda City 2015 1.3 i-VTEC for Sale,PKR 31.5 lacs,2015,"80,500 km",Petrol,1300 cc,Manual,page 24,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-9310008
836,Toyota Yaris 2021 GLI MT 1.3 for Sale,PKR 39.5 lacs,2021,"74,000 km",Petrol,1300 cc,Manual,page 24,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-lahore-9312630
837,Honda BR-V 2018 i-VTEC for Sale,PKR 41.95 lacs,2018,"58,000 km",Petrol,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-br-v-2018-for-sale-in-lahore-9312626
838,Suzuki Cultus 2021 VXL for Sale,PKR 32.99 lacs,2021,"55,600 km",Petrol,1000 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-cultus-2021-for-sale-in-lahore-9312507
839,MG HS 2021 Trophy for Sale,PKR 66 lacs,2021,"18,000 km",Petrol,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/mg-hs-2021-for-sale-in-lahore-9230685
840,Honda City 2021 1.5L ASPIRE CVT for Sale,PKR 47.5 lacs,2021,"49,000 km",Petrol,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-7905178
841,Suzuki Mehran 2014 VXR Euro II for Sale,PKR 12 lacs,2014,"97,000 km",Petrol,796 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-lahore-9312601
842,Honda Civic Reborn 2007 MXST (Hybrid) for Sale,PKR 28.25 lacs,2007,"105,000 km",Hybrid,1300 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-9312578
843,Hyundai Santro 2004 Club for Sale,PKR 7.9 lacs,2004,"150,000 km",Petrol,1000 cc,Manual,page 24,https://www.pakwheels.com/used-cars/hyundai-santro-2004-for-sale-in-lahore-9312573
844,Toyota Prius 2011 S LED Edition 1.8 for Sale,PKR 41 lacs,2011,"188,000 km",Hybrid,1800 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-9312568
845,Suzuki Mehran 2010 VXR for Sale,PKR 8 lacs,2010,"45,000 km",Petrol,800 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-mehran-2010-for-sale-in-lahore-9192242
846,Honda Vezel 2016 Hybrid X for Sale,PKR 46 lacs,2016,"123,000 km",Hybrid,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-vezel-2016-for-sale-in-lahore-9312561
847,Suzuki Cultus 2017 Limited Edition for Sale,PKR 17.5 lacs,2017,"65,000 km",Petrol,1000 cc,Manual,page 24,https://www.pakwheels.com/used-cars/suzuki-cultus-2017-for-sale-in-lahore-9312559
848,Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.5 lacs,2014,"150,000 km",Petrol,1800 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-9312545
849,Toyota Vitz 2018 F Safety 1.0 for Sale,PKR 40.5 lacs,2018,"56,000 km",Petrol,1000 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-vitz-2018-for-sale-in-lahore-9312539
